Commodity I-O code,Industry I-O code,input
327991,F05000,-1926
327991,S00203,30.4
327991,S00500,9.4
327991,S00700,30.2
327991,S00800,171.9
327992,212100,18.3
327992,213111,94.3
327992,213112,128.9
327992,230101,2.2
327992,230103,5.3
327992,230201,20
327992,230202,33.3
327992,230301,20.5
327992,230302,8.7
327992,324121,0.7
327992,324122,95.9
327992,324191,0.2
327992,325211,2.5
327992,325310,114.9
327992,325510,310.3
327992,3259A0,95.6
327992,32712A,1.2
327992,32712B,54.1
327992,327212,69.4
327992,327213,19
327992,327215,6.3
327992,327310,203.6
327992,327320,14.4
327992,327330,10.9
327992,327390,6.5
327992,3274A0,114.1
327992,327910,11.6
327992,327992,63.9
327992,327999,0.1
327992,331110,159.3
327992,331200,11.4
327992,331510,2.1
327992,335920,0.4
327992,335991,51.4
327992,336111,0.6
327992,336112,2.4
327992,336300,45.5
327992,337127,0.8
327992,339940,11.6
327992,339991,55.7
327992,531000,1
327992,611A00,0
327992,F01000,114.5
327992,F03000,-17.4
327992,F04000,156.8
327992,F05000,-191.4
327992,S00600,0.9
327992,S00800,26.3
327993,230101,56
327993,230201,1813.3
327993,230202,1330.8
327993,230301,25.9
327993,230302,73.7
327993,3122A0,23.5
327993,32121B,2.2
327993,321910,198.1
327993,321920,11.9
327993,321991,108.6
327993,321992,30.8
327993,324121,16.1
327993,32712B,3.2
327993,327310,25.7
327993,327320,48.9
327993,327330,32.9
327993,327390,20.7
327993,3274A0,2.5
327993,327993,9.4
327993,331110,4.1
327993,331200,4.2
327993,331510,6.9
327993,333415,77
327993,335210,3.9
327993,335221,132
327993,335222,6.8
327993,335224,5.5
327993,335228,27.9
327993,335920,5.3
327993,336111,1.9
327993,336112,8.4
327993,336300,196.1
327993,481000,0.1
327993,531000,96.7
327993,541300,6.5
327993,541700,10.5
327993,550000,0.1
327993,561700,17.1
327993,562000,20.6
327993,F03000,25
327993,F04000,371.2
327993,F05000,-348.3
327993,S00202,2.9
327993,S00203,47.8
327993,S00800,254.3
327999,221200,1.2
327999,221300,0.5
327999,230101,40.5
327999,230102,4.4
327999,230103,614.9
327999,230201,359.3
327999,230202,9.6
327999,230301,22.6
327999,230302,0.3
327999,324121,70.8
327999,324122,327.1
327999,32711A,10.4
327999,32712B,1
327999,327310,8.6
327999,327320,15.7
327999,327330,4.9
327999,327390,3.3
327999,3274A0,3.1
327999,327910,2.6
327999,327999,34.4
327999,331110,1.7
327999,331200,1.5
327999,331510,2.1
327999,333111,46.2
327999,333130,56.3
327999,333511,20.5
327999,333514,9.1
327999,333515,35.1
327999,335920,0.5
327999,335991,47.8
327999,336111,0.5
327999,336112,3
327999,336120,0.2
327999,336300,54.3
327999,481000,0.1
327999,484000,16.2
327999,516110,1.2
327999,518100,0
327999,519100,0.7
327999,531000,4.7
327999,5416A0,10.3
327999,541700,4.5
327999,550000,0
327999,611A00,0.3
327999,622000,0.3
327999,711100,0
327999,711500,0
327999,F03000,-5.6
327999,F04000,233.1
327999,F05000,-290.5
327999,S00203,75.5
327999,S00500,2.3
327999,S00800,6.6
331110,211000,192.4
331110,212100,144.9
331110,212210,65.3
331110,212230,13.5
331110,2122A0,41.5
331110,212310,59.7
331110,212320,64.2
331110,212390,29.8
331110,213111,430.3
331110,213112,324.8
331110,21311A,233
331110,221100,0
331110,221200,9
331110,230101,7
331110,230103,356.2
331110,230201,342.9
331110,230202,63.5
331110,230301,323.4
331110,311119,0.2
331110,311221,0.5
331110,31122A,0.2
331110,311313,0.2
331110,311410,0.2
331110,311420,0.2
331110,311513,0.2
331110,31151A,0.2
331110,311615,0.2
331110,31161A,0.6
331110,311810,0.2
331110,311910,0.2
331110,3122A0,37.7
331110,314990,90.3
331110,321910,2.6
331110,321920,27.7
331110,321991,35.5
331110,322110,0.4
331110,322120,4.4
331110,322130,3.5
331110,322210,38.8
331110,32222A,0.3
331110,322291,0.1
331110,322299,0.1
331110,323110,1
331110,323120,20.3
331110,324110,23.6
331110,324121,31.8
331110,324122,0.1
331110,324191,0.1
331110,324199,0.1
331110,325110,5.2
331110,325120,3.5
331110,325130,91
331110,325181,3.5
331110,325188,89.7
331110,325190,28.2
331110,325211,7.8
331110,325212,0.3
331110,325220,0.3
331110,325310,0.5
331110,325411,0.1
331110,325412,0.3
331110,325610,0.1
331110,325620,0.4
331110,3259A0,1.2
331110,32619A,37.1
331110,326290,105.6
331110,32711A,0.7
331110,32712A,1.9
331110,32712B,0.6
331110,327211,2
331110,327212,1.9
331110,327213,2.3
331110,327215,0.4
331110,327310,4.9
331110,327320,1.4
331110,327330,43.6
331110,327390,93.9
331110,3274A0,3.7
331110,327910,5.2
331110,327991,0.1
331110,327992,40.1
331110,327993,24
331110,327999,0.1
331110,331110,4798.2
331110,331200,4185.8
331110,331314,11.2
331110,33131A,39.7
331110,33131B,89.2
331110,331411,6.5
331110,331419,7.4
331110,331420,10.5
331110,331490,307.6
331110,331510,917.5
331110,331520,27.9
331110,332114,1191.5
331110,33211A,1292.9
331110,33211B,1466.9
331110,33221A,144.2
331110,33221B,706.1
331110,332310,4344.6
331110,332320,3512.1
331110,332410,310.2
331110,332420,718
331110,332430,1477.9
331110,332500,543.8
331110,332600,555.2
331110,332710,645.1
331110,332720,1020.7
331110,332800,1889.6
331110,332913,9.2
331110,33291A,547.8
331110,332991,357.7
331110,332996,543.2
331110,33299A,18.3
331110,33299B,48
331110,33299C,913.6
331110,333111,731
331110,333112,195.8
331110,333120,687.8
331110,333130,498.6
331110,333220,140
331110,333295,56.3
331110,33329A,865
331110,333314,6.2
331110,333315,5.7
331110,333319,254.8
331110,33331A,139.8
331110,333414,216
331110,333415,968.6
331110,33341A,179.6
331110,333511,329.5
331110,333514,536.4
331110,333515,232
331110,33351A,183.9
331110,33351B,107.3
331110,333611,236.9
331110,333612,63.4
331110,333613,165.1
331110,333618,146
331110,333911,185.5
331110,333912,75.8
331110,333920,1227.1
331110,333991,70.6
331110,333993,45.5
331110,333994,44.1
331110,33399A,470.1
331110,33399B,331.7
331110,334111,0.4
331110,334112,32.8
331110,33411A,24.5
331110,334210,8
331110,334220,66.8
331110,334290,19.2
331110,334300,6.1
331110,334411,7.7
331110,334412,24.4
331110,334413,37.2
331110,334417,30.2
331110,334418,5.4
331110,334419,61.6
331110,33441A,95.3
331110,334510,26
331110,334511,23.3
331110,334512,25.6
331110,334513,135.5
331110,334514,42.9
331110,334515,18.7
331110,334516,44.4
331110,334517,38.4
331110,33451A,83.1
331110,334613,17.8
331110,335120,231.6
331110,335210,64.6
331110,335221,254.7
331110,335222,332.3
331110,335224,251.6
331110,335228,152.8
331110,335311,479.5
331110,335312,543.8
331110,335313,150.4
331110,335314,78.6
331110,335911,26.4
331110,335912,87.2
331110,335920,27
331110,335930,409.7
331110,335999,23.4
331110,336111,13.5
331110,336112,524.3
331110,336120,40.5
331110,336211,283.9
331110,336212,198.6
331110,336213,36.1
331110,336214,205.3
331110,336300,9858
331110,336411,967.4
331110,336412,86.1
331110,336413,116.5
331110,336414,18.6
331110,33641A,9.2
331110,336500,181.5
331110,336611,270.3
331110,336612,18.2
331110,336991,308.4
331110,336992,32.4
331110,336999,227.8
331110,337121,60.2
331110,337122,3.1
331110,337127,209.2
331110,33712A,100
331110,337212,471.1
331110,337215,931.3
331110,337910,1.1
331110,337920,40
331110,339111,34.9
331110,339112,54.4
331110,339113,163.2
331110,339114,12.6
331110,339116,6.1
331110,339910,1.2
331110,339920,310.3
331110,339930,7.5
331110,339940,9.4
331110,339950,139.2
331110,339991,125.3
331110,339994,10.1
331110,33999A,446.3
331110,420000,131.1
331110,482000,167.6
331110,48A000,23
331110,4A0000,33.4
331110,511110,5.4
331110,511130,12.4
331110,5111A0,9.4
331110,512100,9.8
331110,512200,13.6
331110,515100,7.7
331110,515200,1.6
331110,516110,22.4
331110,517000,7.4
331110,518100,16.6
331110,518200,3.6
331110,519100,2.1
331110,531000,83.9
331110,532100,4.9
331110,532230,35.7
331110,532400,32.1
331110,532A00,50.7
331110,541200,64.1
331110,541300,126.7
331110,541700,64.3
331110,550000,8.1
331110,561600,42.7
331110,561700,12.7
331110,562000,29.2
331110,611B00,64.9
331110,621600,10.2
331110,621A00,55.9
331110,621B00,43.8
331110,622000,7.5
331110,623000,17.7
331110,624200,56.9
331110,624400,7.4
331110,624A00,4.8
331110,711200,3.7
331110,711500,0
331110,711A00,5.5
331110,713940,42.1
331110,713950,0.5
331110,713A00,1.8
331110,713B00,58
331110,7211A0,0.1
331110,721A00,2.2
331110,722000,40.7
331110,811192,8.6
331110,811200,5.3
331110,811300,25.4
331110,811400,20.4
331110,812100,15
331110,812200,20.3
331110,812900,44.3
331110,813A00,15.2
331110,813B00,3.9
331110,F01000,16.6
331110,F03000,-346.4
331110,F04000,3682.8
331110,F05000,-13921.4
331110,S00203,150.4
331110,S00800,76.7
331200,1111A0,3.1
331200,1111B0,25.8
331200,111200,3.3
331200,111335,0.3
331200,1113A0,2
331200,111400,3.1
331200,111910,0.5
331200,111920,1.4
331200,1119A0,0.8
331200,1119B0,6.2
331200,112120,6.9
331200,1121A0,7.8
331200,112300,3.4
331200,112A00,1.9
331200,114200,0.3
331200,212100,4.8
331200,212210,0.6
331200,2122A0,0.2
331200,212310,0.2
331200,212320,0.3
331200,212390,0.1
331200,213111,8.3
331200,213112,5.7
331200,21311A,0.5
331200,221100,0.8
331200,221200,14.3
331200,221300,0
331200,230101,254.1
331200,230102,3.3
331200,230103,380.2
331200,230201,418.6
331200,230202,189.3
331200,230301,164.6
331200,230302,43.9
331200,321219,1.4
331200,323110,0.8
331200,324110,0.5
331200,325190,0.2
331200,32619A,2.3
331200,326210,246.6
331200,326220,50.1
331200,326290,94
331200,327330,150
331200,327390,385.8
331200,331110,1731.7
331200,331200,1415
331200,331490,11.5
331200,33211B,78.8
331200,33221A,1.5
331200,33221B,34.4
331200,332310,602.6
331200,332320,29.1
331200,332410,20.2
331200,332420,21.2
331200,332500,80.3
331200,332600,1367.9
331200,332710,12.7
331200,332720,712.1
331200,33299C,125.9
331200,33329A,20.8
331200,333415,49.3
331200,33341A,0.7
331200,33399A,74.3
331200,335120,25.4
331200,335210,1.2
331200,335312,18.4
331200,335920,43.1
331200,336120,0.1
331200,336300,86.1
331200,337122,6.4
331200,337127,3.8
331200,339111,0.9
331200,339994,7.6
331200,420000,61.8
331200,481000,0.1
331200,4A0000,7.3
331200,511110,0.9
331200,511120,0.7
331200,511130,0.9
331200,5111A0,0.3
331200,511200,0.5
331200,512100,2
331200,512200,0.3
331200,516110,0.1
331200,517000,9.4
331200,518100,0.1
331200,518200,10.8
331200,524100,0.1
331200,524200,3
331200,531000,0.7
331200,532100,1.5
331200,532400,3.6
331200,532A00,0.5
331200,533000,2.6
331200,541100,0.2
331200,541300,0.4
331200,541400,0.2
331200,541511,0.1
331200,541512,0.2
331200,541610,1.8
331200,5416A0,0.3
331200,541700,1.1
331200,541800,2.3
331200,541920,0.2
331200,541940,0
331200,5419A0,0.3
331200,550000,0
331200,561100,0.1
331200,561300,0.2
331200,561400,0.7
331200,561500,0.1
331200,561600,0.2
331200,561700,0.6
331200,561900,5.2
331200,562000,0.9
331200,611A00,3.1
331200,611B00,0.1
331200,621A00,1.1
331200,621B00,1.5
331200,622000,0.7
331200,624200,1.5
331200,624400,1.5
331200,624A00,3.9
331200,711100,0.1
331200,711500,0.1
331200,712000,0.1
331200,713940,0.2
331200,713950,0
331200,713A00,0.1
331200,713B00,2
331200,7211A0,1.3
331200,722000,29.2
331200,811192,0.1
331200,8111A0,0.3
331200,811200,0.6
331200,811300,1.1
331200,811400,0.7
331200,812100,0.9
331200,812200,9.2
331200,812300,0.6
331200,812900,4.9
331200,813100,0.3
331200,813A00,0.9
331200,813B00,4.8
331200,F01000,580.9
331200,F03000,24
331200,F04000,487.9
331200,F05000,-2138.6
331200,S00203,1
331200,S00600,3.3
331200,S00700,124.2
331200,S00800,126.7
331314,230301,92.6
331314,331314,22.9
33131A,230301,11.1
33131A,3122A0,13.8
33131A,321920,2.2
33131A,324121,6.4
33131A,327910,0.1
33131A,331110,220.4
33131A,331200,6.4
33131A,331314,627.2
33131A,33131A,1088.2
33131A,33131B,4585
33131A,331420,4.6
33131A,331490,37
33131A,331510,7.5
33131A,331520,1470
33131A,332114,93.2
33131A,33211A,72.6
33131A,33211B,40
33131A,33221A,140.1
33131A,33221B,65.1
33131A,332310,14.2
33131A,332320,207.8
33131A,332410,5.5
33131A,332420,6.7
33131A,332430,558.3
33131A,332500,24
33131A,332600,5.7
33131A,332710,65.3
33131A,332800,10.4
33131A,33291A,165.8
33131A,332996,0.1
33131A,33299A,4
33131A,33299B,37.3
33131A,33299C,24.7
33131A,333220,0.8
33131A,333295,3.8
33131A,33329A,50.2
33131A,333314,6.5
33131A,333319,18
33131A,33331A,0.4
33131A,333414,6.5
33131A,333415,17.8
33131A,33341A,30.8
33131A,333511,11.9
33131A,333514,4
33131A,333515,3
33131A,333911,28.7
33131A,333912,9.4
33131A,333920,89.7
33131A,333993,22.9
33131A,333994,3
33131A,33399A,109.2
33131A,33399B,2.1
33131A,334111,0.1
33131A,334112,6.3
33131A,33411A,4.1
33131A,334210,15.9
33131A,334220,34.3
33131A,334290,18.4
33131A,334411,1.1
33131A,334412,28.3
33131A,334413,38.5
33131A,334417,55.1
33131A,334418,2.3
33131A,334419,54
33131A,33441A,29.6
33131A,334511,27.8
33131A,334512,12.3
33131A,334513,51.5
33131A,334514,11.6
33131A,334515,7.1
33131A,334516,14.1
33131A,33451A,16.3
33131A,334613,16.3
33131A,335120,14.1
33131A,335210,6.2
33131A,335221,36.1
33131A,335222,25.3
33131A,335224,32.8
33131A,335228,7.9
33131A,335311,7
33131A,335312,72
33131A,335930,105.9
33131A,335999,52.1
33131A,336111,2.7
33131A,336112,106.4
33131A,336120,6.7
33131A,336211,4.8
33131A,336212,5.1
33131A,336213,67.3
33131A,336214,283.3
33131A,336300,799.1
33131A,336411,18.4
33131A,336412,4.4
33131A,336413,49
33131A,336414,29
33131A,33641A,1.8
33131A,336611,1.5
33131A,336612,10.1
33131A,336991,51.3
33131A,336992,13.4
33131A,336999,33.3
33131A,337121,12.5
33131A,337122,1.1
33131A,337127,12.8
33131A,33712A,21.9
33131A,337212,21.9
33131A,337215,15.9
33131A,337920,41.7
33131A,339113,4.9
33131A,339920,23.2
33131A,339994,2
33131A,33999A,125.8
33131A,420000,72.4
33131A,4A0000,3.6
33131A,511110,5.5
33131A,511130,12.5
33131A,5111A0,9.1
33131A,512100,9.9
33131A,512200,14.3
33131A,515100,7.7
33131A,515200,1.8
33131A,516110,22.4
33131A,518100,17.4
33131A,518200,2.4
33131A,519100,2.3
33131A,531000,82.7
33131A,532100,5
33131A,532230,35.3
33131A,532400,28.2
33131A,532A00,52.2
33131A,541300,23.7
33131A,541700,9.5
33131A,550000,4.3
33131A,561600,0.2
33131A,561700,22.3
33131A,562000,26.6
33131A,811300,2.8
33131A,F03000,-251.6
33131A,F04000,354.3
33131A,F05000,-4299.7
33131A,S00202,4.8
33131A,S00203,58.1
33131A,S00500,47.2
33131A,S00600,11.5
33131B,221100,0
33131B,221200,1.6
33131B,230101,5.3
33131B,230102,0.1
33131B,230103,17.2
33131B,230201,14.2
33131B,230202,8.7
33131B,230301,65.8
33131B,230302,0.8
33131B,312110,3739.6
33131B,321910,6.2
33131B,321991,10.7
33131B,322210,37.3
33131B,32222A,22.5
33131B,32222B,127.9
33131B,326110,120.3
33131B,32619A,31.6
33131B,327993,8.6
33131B,331314,50.4
33131B,33131A,49.8
33131B,33131B,2773.4
33131B,331420,2.4
33131B,331490,8.2
33131B,332114,132.7
33131B,33211A,131
33131B,33211B,167.5
33131B,33221A,75.4
33131B,332310,335.8
33131B,332320,1421.2
33131B,332410,76.8
33131B,332420,68.2
33131B,332430,2013
33131B,332500,86.9
33131B,332600,8.7
33131B,332710,357.2
33131B,332720,123.3
33131B,332913,39.1
33131B,33291A,11.2
33131B,332996,16.8
33131B,33299A,0.6
33131B,33299C,686.2
33131B,333111,3.8
33131B,333220,13.3
33131B,333295,79
33131B,33329A,123.5
33131B,333314,2.3
33131B,333319,47.5
33131B,33331A,1.2
33131B,333414,3
33131B,333415,331.8
33131B,33341A,19.7
33131B,333511,58.6
33131B,333514,42
33131B,333515,19.8
33131B,333611,9.7
33131B,333612,2.4
33131B,333613,4.6
33131B,333618,2
33131B,333911,18.2
33131B,333912,2.7
33131B,333920,26.7
33131B,333993,5.6
33131B,333994,9.8
33131B,33399A,70.6
33131B,33399B,54.1
33131B,334111,0.1
33131B,334112,9.8
33131B,33411A,7.3
33131B,334210,2.2
33131B,334220,26.6
33131B,334290,6.7
33131B,334411,0.6
33131B,334412,1.4
33131B,334413,4.4
33131B,334417,2.7
33131B,334418,0.9
33131B,334419,15.1
33131B,33441A,1.2
33131B,334511,10.8
33131B,334512,9.6
33131B,334513,13.4
33131B,334514,7.3
33131B,334515,2.7
33131B,334516,9.8
33131B,33451A,12.1
33131B,334613,74.6
33131B,335120,243.3
33131B,335210,1.7
33131B,335221,11.4
33131B,335222,27.9
33131B,335224,0.5
33131B,335228,8.1
33131B,335311,54
33131B,335312,15.9
33131B,335313,85.7
33131B,335314,18.8
33131B,335920,319.5
33131B,335930,15.3
33131B,336111,4.1
33131B,336112,167.2
33131B,336120,11.8
33131B,336211,283.1
33131B,336212,358.8
33131B,336213,14.7
33131B,336214,29.7
33131B,336300,479.9
33131B,336411,221.6
33131B,336412,31.3
33131B,336413,439.9
33131B,33641A,3.1
33131B,336611,35.3
33131B,336612,250.9
33131B,336991,253.8
33131B,336992,0.6
33131B,336999,14.4
33131B,337121,48.7
33131B,337122,3.5
33131B,337127,73.3
33131B,33712A,87.9
33131B,337212,67.1
33131B,337215,100.1
33131B,337910,0.7
33131B,337920,184.3
33131B,339111,1.9
33131B,339113,4.1
33131B,339920,93.6
33131B,339940,1.3
33131B,339994,3.1
33131B,33999A,92.3
33131B,420000,31.3
33131B,481000,0
33131B,4A0000,28.2
33131B,517000,0.2
33131B,518200,1
33131B,531000,0
33131B,532100,3.6
33131B,611A00,0
33131B,622000,0
33131B,624400,0.1
33131B,624A00,0.5
33131B,713B00,0
33131B,7211A0,0
33131B,722000,68.3
33131B,811200,0.2
33131B,813B00,0.2
33131B,F03000,45.4
33131B,F04000,2118.3
33131B,F05000,-2330.7
33131B,S00500,8.9
33131B,S00600,0.8
33131B,S00800,6.9
331411,230301,7
331411,3122A0,23.6
331411,321920,12.6
331411,324121,16.5
331411,33131A,0.7
331411,33131B,0.6
331411,331411,1128.7
331411,331419,43.1
331411,331420,1958.7
331411,331490,27.6
331411,331510,24.1
331411,332310,10.5
331411,332320,2.1
331411,332410,24.7
331411,332420,1.1
331411,332710,51.2
331411,332800,12.5
331411,332913,116.2
331411,33291A,129.7
331411,332996,4
331411,33299C,11.1
331411,333415,59
331411,33341A,0.3
331411,335313,222.4
331411,335314,40.3
331411,335920,530.8
331411,335930,49.2
331411,336120,0.4
331411,336300,36.3
331411,336500,130.1
331411,420000,13.1
331411,541300,18.8
331411,541700,9.3
331411,550000,0.1
331411,561600,0.4
331411,811300,2.7
331411,811400,1.4
331411,F03000,-87.5
331411,F04000,175.3
331411,F05000,-2128.9
331411,S00203,49.2
331411,S00500,7.6
331411,S00600,43
331419,230301,8.4
331419,327910,0.3
331419,327993,1.7
331419,331110,403.5
331419,331200,133
331419,33131A,66.2
331419,33131B,65.4
331419,331411,58.2
331419,331419,283.9
331419,331420,56.9
331419,331490,682.2
331419,331510,283.4
331419,331520,151.1
331419,332310,4.2
331419,333220,0.6
331419,333295,34.1
331419,33329A,1.1
331419,333314,0.2
331419,33331A,0.2
331419,33341A,8.3
331419,334111,0
331419,334112,2.4
331419,33411A,1.5
331419,334411,10.1
331419,334412,107.3
331419,334413,2148.4
331419,334417,65.8
331419,334418,5.9
331419,334419,18.3
331419,33441A,53.7
331419,334512,0.2
331419,334513,1.8
331419,334514,1.3
331419,334515,0.4
331419,334516,1.4
331419,33451A,20.9
331419,335911,722.5
331419,335912,23.2
331419,335920,32
331419,335930,67.7
331419,336111,1.1
331419,336112,40.5
331419,336120,2.5
331419,336300,547.1
331419,336411,14.3
331419,336412,4.8
331419,336413,4.6
331419,33641A,0.6
331419,336991,19.3
331419,339114,272
331419,339116,94.2
331419,339910,1188.6
331419,339994,0.8
331419,420000,628.1
331419,4A0000,303.4
331419,532400,9.6
331419,541300,11.7
331419,541700,4.1
331419,550000,0
331419,561600,0.2
331419,811300,0.7
331419,811400,22.7
331419,F03000,-58.3
331419,F04000,943.6
331419,F05000,-5558.2
331419,S00203,7.9
331420,221100,0.2
331420,221200,6.2
331420,230101,2.4
331420,230102,0.1
331420,230103,72.2
331420,230201,68.7
331420,230202,22.3
331420,230301,47.3
331420,230302,4.3
331420,32619A,16.7
331420,33131A,1.3
331420,33131B,21.2
331420,331420,1991.1
331420,331490,137.5
331420,331520,254.7
331420,33211B,133.9
331420,33221A,0.9
331420,33221B,3.1
331420,332310,46.6
331420,332320,48.9
331420,332410,68.6
331420,332420,3.6
331420,332500,48.1
331420,332600,16.6
331420,332710,85.6
331420,332720,212.7
331420,332913,100.7
331420,33291A,344
331420,332996,37.3
331420,33299A,54.1
331420,33299B,32.7
331420,33299C,18.9
331420,333111,21.4
331420,333314,2.5
331420,33331A,1.9
331420,333414,12.8
331420,333415,500.3
331420,33341A,137.6
331420,333612,7.5
331420,333613,10.3
331420,333618,15.3
331420,333920,6.5
331420,333991,39.1
331420,33399A,91
331420,334111,7.8
331420,334112,8.3
331420,33411A,11.7
331420,334210,31.3
331420,334220,53.3
331420,334290,12.8
331420,334300,22.3
331420,334411,7.5
331420,334412,79.5
331420,334413,35.1
331420,334417,80.9
331420,334418,28.7
331420,334419,86.4
331420,33441A,45.2
331420,334510,79.9
331420,334511,35.1
331420,334512,58.9
331420,334513,41.1
331420,334514,28.1
331420,334515,16.4
331420,334516,13.3
331420,334517,33.9
331420,33451A,25.8
331420,335120,50.2
331420,335210,29.5
331420,335221,4.1
331420,335222,23.8
331420,335224,0.5
331420,335228,9.5
331420,335311,295.9
331420,335312,312.4
331420,335920,1795.6
331420,335930,162.9
331420,335999,54
331420,336300,646.7
331420,336411,98.4
331420,336412,2.1
331420,336413,2.4
331420,336992,12.6
331420,339950,4.6
331420,33999A,26.2
331420,420000,179.7
331420,482000,0.5
331420,48A000,0.1
331420,4A0000,2.9
331420,517000,0.1
331420,518200,4.8
331420,531000,0
331420,532100,13.1
331420,541700,1.5
331420,550000,0
331420,622000,0.1
331420,624200,0.6
331420,624400,0.3
331420,624A00,1.1
331420,713B00,0.9
331420,7211A0,0.1
331420,722000,28.5
331420,811200,0.4
331420,811400,0.2
331420,813B00,2.8
331420,F03000,-48.1
331420,F04000,1063.7
331420,F05000,-1492.5
331420,S00203,3.2
331420,S00500,1.2
331420,S00600,26.1
331420,S00800,35.1
331490,221100,3.5
331490,221200,0.1
331490,230101,4.2
331490,230102,0.2
331490,230103,9.7
331490,230201,3.5
331490,230202,2
331490,230301,105.9
331490,230302,0.2
331490,3259A0,0
331490,32619A,0.3
331490,327330,2.2
331490,327390,6.8
331490,331110,208.4
331490,331200,39.8
331490,33131B,58.4
331490,331419,32.4
331490,331420,44.9
331490,331490,197.8
331490,331510,34.7
331490,331520,281
331490,332114,9.8
331490,33211A,440.7
331490,33211B,44.7
331490,33221A,3.7
331490,33221B,131.9
331490,332310,5.6
331490,332320,276.3
331490,332410,4.3
331490,332420,3.9
331490,332430,51.7
331490,332500,49.5
331490,332600,5
331490,332710,152.8
331490,332720,134.4
331490,332800,71.1
331490,332913,6.5
331490,33291A,19.9
331490,332991,0.8
331490,332996,5.8
331490,33299A,19.2
331490,33299B,11.5
331490,33299C,33.3
331490,333111,4.9
331490,333112,14.5
331490,333120,2.1
331490,333130,20.5
331490,333220,0.4
331490,333295,4.2
331490,33329A,8.1
331490,333314,0
331490,333315,1
331490,333319,39.6
331490,33331A,35.2
331490,333414,3.8
331490,333415,34
331490,33341A,7.3
331490,333511,13.5
331490,333514,39.9
331490,333515,273.2
331490,33351A,2.2
331490,33351B,0.9
331490,333611,6.2
331490,333612,0.3
331490,333613,0.7
331490,333618,74.6
331490,333911,1.9
331490,333912,0.2
331490,333920,18.1
331490,333991,0.5
331490,333993,1.1
331490,333994,1.8
331490,33399A,22.9
331490,33399B,16.6
331490,334111,0
331490,334112,1.6
331490,33411A,64.4
331490,334210,1.8
331490,334220,2.5
331490,334290,0
331490,334300,1.8
331490,334411,3
331490,334412,4.8
331490,334413,41.9
331490,334417,10.9
331490,334418,2.1
331490,334419,19.4
331490,33441A,62.5
331490,334510,56.1
331490,334511,59.9
331490,334512,1.7
331490,334513,2.2
331490,334514,1.1
331490,334515,0.2
331490,334516,1.3
331490,334517,4.4
331490,33451A,0.8
331490,334613,1.6
331490,335110,92.8
331490,335120,15.5
331490,335210,7.9
331490,335221,9.7
331490,335222,42.4
331490,335224,0.7
331490,335228,10.5
331490,335311,12.8
331490,335312,14.7
331490,335313,67.8
331490,335314,62.8
331490,335911,29.7
331490,335912,140.4
331490,335920,21.4
331490,335930,40.3
331490,335991,0.7
331490,335999,15.2
331490,336111,0.6
331490,336112,25.1
331490,336120,1.5
331490,336211,2.9
331490,336212,8.7
331490,336213,1.6
331490,336214,1.9
331490,336300,460
331490,336411,30.1
331490,336412,32.1
331490,336413,3.9
331490,336414,10.1
331490,33641A,0
331490,336500,2.7
331490,336611,29.9
331490,336612,4.8
331490,336991,12
331490,336992,11.8
331490,336999,1
331490,339111,3.1
331490,339112,5
331490,339113,70.8
331490,339910,152.6
331490,339920,2.9
331490,339950,26.5
331490,339994,0.5
331490,33999A,19.3
331490,420000,76.9
331490,4A0000,20.2
331490,515200,0.4
331490,517000,50.2
331490,518100,7.9
331490,518200,1.5
331490,532100,1.1
331490,541700,7.6
331490,550000,0.1
331490,561600,0.5
331490,622000,0
331490,624200,0.2
331490,624400,0.1
331490,624A00,0.3
331490,711200,0
331490,713A00,6
331490,713B00,9.3
331490,7211A0,0.7
331490,722000,40.8
331490,811200,1.6
331490,811300,2.7
331490,811400,2.3
331490,813B00,0.1
331490,F01000,27.6
331490,F03000,-149.4
331490,F04000,1393.2
331490,F05000,-940.7
331490,S00203,32.3
331490,S00600,18.2
331490,S00800,1.7
331510,212210,42.1
331510,2122A0,8.6
331510,230101,3.4
331510,230103,10.5
331510,230201,14
331510,230202,20.8
331510,230301,20.7
331510,230302,2.9
331510,321910,1.2
331510,3259A0,0
331510,331110,216.7
331510,331200,11.4
331510,331510,21.9
331510,331520,28.7
331510,332114,8.1
331510,33211A,59.4
331510,33211B,27.7
331510,33221A,8.9
331510,33221B,84.9
331510,332310,126.7
331510,332320,185.9
331510,332410,31.9
331510,332420,20.1
331510,332500,67.2
331510,332600,5.5
331510,332710,245.9
331510,332720,146.2
331510,332800,16.2
331510,332913,11.3
331510,33291A,718.9
331510,332991,75.1
331510,332996,75.6
331510,33299A,8
331510,33299B,34.8
331510,33299C,136
331510,333111,225.5
331510,333112,31.1
331510,333120,485.8
331510,333130,248.6
331510,333220,102
331510,333295,30.7
331510,33329A,294.8
331510,333314,5.1
331510,333315,3.2
331510,333319,50.7
331510,33331A,9
331510,333414,113
331510,333415,347.4
331510,33341A,21.2
331510,333511,75.8
331510,333514,109.9
331510,333515,32.9
331510,33351A,94.6
331510,33351B,64.2
331510,333611,590.8
331510,333612,63.2
331510,333613,96.6
331510,333618,723.8
331510,333911,414.2
331510,333912,158.8
331510,333920,359
331510,333991,88.5
331510,333993,83.8
331510,333994,15.8
331510,33399A,242.3
331510,33399B,137.3
331510,334111,0.3
331510,334112,2.8
331510,33411A,1.8
331510,334210,1.5
331510,334220,9.8
