Commodity I-O code,Industry I-O code,input
111200 ,622000 ,84.7
111200 ,623000 ,65.8
111200 ,624A00 ,29.6
111200 ,711200 ,0.5
111200 ,712000 ,1
111200 ,713940 ,3.2
111200 ,713950 ,2.4
111200 ,713A00 ,43.6
111200 ,7211A0 ,75.7
111200 ,721A00 ,4.1
111200 ,722000 ,1365.5
111200 ,813B00 ,16.4
111200 ,F01000 ,9521.9
111200 ,F03000 ,175.7
111200 ,F04000 ,964.3
111200 ,F05000 ,-2087.9
111200 ,F08C00 ,347.3
111200 ,F09C00 ,118.8
111200 ,S00102 ,9.5
111335 ,111335 ,18.7
111335 ,311221 ,0.5
111335 ,311222 ,0.8
111335 ,311225 ,0.4
111335 ,311230 ,36.8
111335 ,311320 ,9.7
111335 ,311330 ,129.8
111335 ,311340 ,15.4
111335 ,311822 ,8.2
111335 ,311911 ,922.5
111335 ,F01000 ,843.7
111335 ,F03000 ,3.5
111335 ,F04000 ,209.5
111335 ,F05000 ,-42.3
1113A0 ,1113A0 ,230.8
1113A0 ,311320 ,344.3
1113A0 ,311330 ,47.7
1113A0 ,311410 ,787.5
1113A0 ,311420 ,1461.7
1113A0 ,311911 ,10.4
1113A0 ,311920 ,2672
1113A0 ,311930 ,76.7
1113A0 ,311941 ,5.2
1113A0 ,311942 ,17
1113A0 ,311990 ,778.1
1113A0 ,312130 ,1069.4
1113A0 ,4A0000 ,70.6
1113A0 ,611100 ,0.4
1113A0 ,611A00 ,2.1
1113A0 ,622000 ,46.7
1113A0 ,623000 ,41
1113A0 ,624A00 ,53.1
1113A0 ,711200 ,0.1
1113A0 ,712000 ,0.1
1113A0 ,713940 ,2
1113A0 ,713950 ,0.6
1113A0 ,713A00 ,10.4
1113A0 ,7211A0 ,9.5
1113A0 ,721A00 ,1.4
1113A0 ,722000 ,173.7
1113A0 ,813B00 ,1.8
1113A0 ,F01000 ,7868.1
1113A0 ,F03000 ,36.8
1113A0 ,F04000 ,1524.9
1113A0 ,F05000 ,-6424.8
1113A0 ,F08C00 ,58.7
1113A0 ,F09C00 ,75.3
1113A0 ,S00102 ,1.6
111400 ,1111A0 ,17.1
111400 ,1111B0 ,17.8
111400 ,111200 ,11.7
111400 ,111335 ,1.8
111400 ,1113A0 ,8.9
111400 ,111400 ,616.6
111400 ,111910 ,1.4
111400 ,111920 ,8.8
111400 ,1119A0 ,3
111400 ,1119B0 ,14.5
111400 ,112100 ,94.4
111400 ,112300 ,21.2
111400 ,112A00 ,29
111400 ,115000 ,662.8
111400 ,211000 ,0.4
111400 ,221100 ,0.7
111400 ,221200 ,0.4
111400 ,230110 ,56.7
111400 ,230130 ,43.6
111400 ,230310 ,9.5
111400 ,311612 ,0.2
111400 ,311919 ,32.4
111400 ,311942 ,255.8
111400 ,311990 ,68.9
111400 ,325190 ,14.1
111400 ,325400 ,187.4
111400 ,33999A ,14.4
111400 ,420000 ,49.4
111400 ,4A0000 ,79.1
111400 ,511200 ,0.4
111400 ,513300 ,0.5
111400 ,514200 ,0.3
111400 ,52A000 ,0.4
111400 ,531000 ,19.3
111400 ,541100 ,0.4
111400 ,541200 ,3.9
111400 ,541300 ,9.4
111400 ,541511 ,0.4
111400 ,541512 ,0.2
111400 ,54151A ,0.3
111400 ,541610 ,1.7
111400 ,541800 ,3.8
111400 ,561100 ,0.3
111400 ,561200 ,0.1
111400 ,561400 ,0.1
111400 ,561700 ,3318.6
111400 ,561900 ,0.2
111400 ,611B00 ,0.3
111400 ,621A00 ,1.6
111400 ,621B00 ,0.3
111400 ,622000 ,1.9
111400 ,623000 ,0.3
111400 ,711200 ,0.8
111400 ,713A00 ,60.1
111400 ,7211A0 ,0.5
111400 ,722000 ,1.8
111400 ,8111A0 ,0.4
111400 ,813100 ,5.9
111400 ,813B00 ,13.3
111400 ,F01000 ,7758.1
111400 ,F03000 ,103
111400 ,F04000 ,446.5
111400 ,F05000 ,-1365.3
111400 ,F09C00 ,591
111400 ,S00203 ,9.5
111400 ,S00500 ,2.4
111400 ,S00800 ,89
111910 ,312210 ,1665.5
111910 ,312221 ,1149.1
111910 ,312229 ,57.2
111910 ,420000 ,331.9
111910 ,F03000 ,354.3
111910 ,F04000 ,183.3
111910 ,F05000 ,-525.2
111920 ,111920 ,224
111920 ,311223 ,498.7
111920 ,311225 ,17.4
111920 ,313100 ,1876
111920 ,313210 ,1361.3
111920 ,313220 ,0.8
111920 ,313230 ,23.8
111920 ,313240 ,12.4
111920 ,313310 ,8.2
111920 ,314992 ,2.8
111920 ,31499A ,5
111920 ,315190 ,2.4
111920 ,420000 ,5.4
111920 ,F03000 ,713.9
111920 ,F04000 ,2239.6
111920 ,F05000 ,-10.8
111920 ,F07C00 ,-3.3
1119A0 ,1119A0 ,61.4
1119A0 ,311310 ,1889.8
1119A0 ,325110 ,74.8
1119A0 ,325190 ,132.4
1119A0 ,F03000 ,1.9
1119A0 ,F04000 ,3
1119A0 ,F05000 ,-4.1
1119B0 ,1111B0 ,50.9
1119B0 ,1119B0 ,934.8
1119B0 ,112100 ,13423.2
1119B0 ,112A00 ,3575.3
1119B0 ,221100 ,22.6
1119B0 ,221200 ,5.4
1119B0 ,230110 ,385.3
1119B0 ,230120 ,24.8
1119B0 ,230130 ,74.6
1119B0 ,230140 ,5.5
1119B0 ,230210 ,32.9
1119B0 ,230220 ,193.9
1119B0 ,230230 ,11.3
1119B0 ,230240 ,15.2
1119B0 ,230250 ,66
1119B0 ,230310 ,50.2
1119B0 ,230320 ,88.1
1119B0 ,230330 ,31.2
1119B0 ,230340 ,32.6
1119B0 ,311111 ,16.4
1119B0 ,311119 ,11
1119B0 ,311211 ,21.2
1119B0 ,311221 ,14.1
1119B0 ,311222 ,82
1119B0 ,311223 ,74.6
1119B0 ,311225 ,3.8
1119B0 ,311320 ,5
1119B0 ,311330 ,51.1
1119B0 ,311340 ,1.3
1119B0 ,311410 ,12.9
1119B0 ,311420 ,28
1119B0 ,311813 ,4.1
1119B0 ,31181A ,30.1
1119B0 ,311821 ,17.6
1119B0 ,311911 ,523.7
1119B0 ,311919 ,32.4
1119B0 ,311920 ,68.2
1119B0 ,311930 ,2.5
1119B0 ,311941 ,30.5
1119B0 ,311942 ,230.8
1119B0 ,311990 ,118.2
1119B0 ,312120 ,119.9
1119B0 ,313100 ,5
1119B0 ,313210 ,7
1119B0 ,313310 ,0.5
1119B0 ,314110 ,15
1119B0 ,31499A ,1
1119B0 ,324110 ,0.2
1119B0 ,325110 ,3.6
1119B0 ,325130 ,0.3
1119B0 ,325190 ,10.7
1119B0 ,325400 ,6.1
1119B0 ,325998 ,157.8
1119B0 ,339994 ,11.9
1119B0 ,420000 ,0.1
1119B0 ,486000 ,0.3
1119B0 ,4A0000 ,11.3
1119B0 ,513300 ,7.4
1119B0 ,52A000 ,0.1
1119B0 ,531000 ,89.1
1119B0 ,561700 ,51.5
1119B0 ,611A00 ,0.9
1119B0 ,622000 ,0.3
1119B0 ,623000 ,0.4
1119B0 ,711200 ,7.7
1119B0 ,713A00 ,24.6
1119B0 ,7211A0 ,1.1
1119B0 ,722000 ,1
1119B0 ,813100 ,0.1
1119B0 ,F01000 ,203.7
1119B0 ,F03000 ,79.9
1119B0 ,F04000 ,719
1119B0 ,F05000 ,-421
1119B0 ,F08C00 ,11.8
1119B0 ,F09C00 ,35
1119B0 ,S00500 ,8.4
1119B0 ,S00800 ,490.1
112100 ,112100 ,13647.6
112100 ,112A00 ,35.7
112100 ,115000 ,378.2
112100 ,311511 ,9962.8
112100 ,311512 ,210.2
112100 ,311513 ,8300.1
112100 ,311514 ,2044.1
112100 ,311520 ,281.7
112100 ,311611 ,24862.2
112100 ,311612 ,1134.4
112100 ,311990 ,124.7
112100 ,420000 ,27.5
112100 ,F01000 ,322
112100 ,F03000 ,-728.7
112100 ,F04000 ,265.3
112100 ,F05000 ,-1181.9
112300 ,112300 ,1911.6
112300 ,311410 ,160.3
112300 ,311611 ,27.9
112300 ,311612 ,258.8
112300 ,311615 ,15381
112300 ,311990 ,839.7
112300 ,420000 ,1854
112300 ,4A0000 ,33.6
112300 ,611100 ,0.8
112300 ,611A00 ,4.3
112300 ,622000 ,54.7
112300 ,623000 ,19.9
112300 ,624A00 ,2
112300 ,712000 ,0.4
112300 ,713A00 ,5.1
112300 ,7211A0 ,25.3
112300 ,721A00 ,0.9
112300 ,722000 ,702.6
112300 ,813B00 ,3.2
112300 ,F01000 ,2673
112300 ,F03000 ,70.6
112300 ,F04000 ,267.2
112300 ,F05000 ,-37.7
112300 ,F08C00 ,82.7
112300 ,F09C00 ,123.9
112A00 ,112A00 ,1210.6
112A00 ,113A00 ,35
112A00 ,115000 ,777
112A00 ,311611 ,12651.5
112A00 ,311612 ,1028.7
112A00 ,311615 ,8.2
112A00 ,311700 ,387
112A00 ,311990 ,294.2
112A00 ,313100 ,75.4
112A00 ,313210 ,246.6
112A00 ,313230 ,13
112A00 ,313240 ,1
112A00 ,31499A ,33.9
112A00 ,315190 ,4.6
112A00 ,325612 ,0.6
112A00 ,33999A ,0.3
112A00 ,420000 ,17.6
112A00 ,48A000 ,5.2
112A00 ,4A0000 ,10.8
112A00 ,541700 ,38.9
112A00 ,550000 ,1.8
112A00 ,561600 ,0.3
112A00 ,611A00 ,18.8
112A00 ,622000 ,3.5
112A00 ,623000 ,0.2
112A00 ,711200 ,9.1
112A00 ,712000 ,26.8
112A00 ,713950 ,1.9
112A00 ,713A00 ,73.4
112A00 ,7211A0 ,5
112A00 ,722000 ,701.6
112A00 ,812900 ,81.5
112A00 ,813B00 ,0.7
112A00 ,F01000 ,1479.2
112A00 ,F03000 ,466.5
112A00 ,F04000 ,1403.4
112A00 ,F05000 ,-1376
112A00 ,F06C00 ,1.2
112A00 ,F09C00 ,-161.6
113300 ,113300 ,2955.3
113300 ,212100 ,14.3
113300 ,321113 ,7465
113300 ,321114 ,290.2
113300 ,321219 ,444.3
113300 ,32121A ,2361.5
113300 ,32121B ,1.5
113300 ,321911 ,1.6
113300 ,321912 ,196.1
113300 ,321918 ,74.5
113300 ,321920 ,137.2
113300 ,321991 ,1.2
113300 ,321992 ,0.3
113300 ,321999 ,67.2
113300 ,322110 ,505.6
113300 ,3221A0 ,3917
113300 ,322210 ,8.8
113300 ,322226 ,0.2
113300 ,32222A ,4.2
113300 ,32222B ,0.3
113300 ,322231 ,0.5
113300 ,322232 ,0.3
113300 ,322291 ,0.8
113300 ,322299 ,1.7
113300 ,325190 ,2.4
113300 ,326110 ,1.6
113300 ,337110 ,1.3
113300 ,337215 ,8.1
113300 ,33999A ,8.2
113300 ,420000 ,0.5
113300 ,F03000 ,81.9
113300 ,F04000 ,1635.8
113300 ,F05000 ,-106.7
113A00 ,111400 ,5.3
113A00 ,113300 ,4910
113A00 ,113A00 ,34.1
113A00 ,115000 ,24.8
113A00 ,311330 ,10.4
113A00 ,311340 ,7.4
113A00 ,311911 ,2.2
113A00 ,311930 ,28.9
113A00 ,311941 ,2.2
113A00 ,311942 ,3
113A00 ,311990 ,6.1
113A00 ,312110 ,11.2
113A00 ,313320 ,3.3
113A00 ,315200 ,17.2
113A00 ,315900 ,16.1
113A00 ,316200 ,11.6
113A00 ,321113 ,3094.2
113A00 ,32121A ,434.2
113A00 ,321912 ,37.1
113A00 ,321918 ,6.9
113A00 ,321920 ,2.8
113A00 ,321999 ,2.8
113A00 ,323122 ,11.2
113A00 ,324191 ,2.2
113A00 ,325110 ,0.7
113A00 ,325190 ,64.2
113A00 ,325212 ,2.2
113A00 ,325320 ,22.3
113A00 ,325400 ,1.2
113A00 ,325510 ,15.6
113A00 ,325520 ,2.2
113A00 ,325920 ,2.2
113A00 ,326210 ,848.3
113A00 ,326220 ,13.4
113A00 ,326290 ,322.7
113A00 ,327999 ,0.7
113A00 ,331422 ,1.8
113A00 ,331491 ,6.1
113A00 ,335921 ,4.7
113A00 ,335929 ,11.6
113A00 ,336300 ,1.5
113A00 ,33712A ,11.2
113A00 ,337215 ,4.7
113A00 ,339920 ,15.6
113A00 ,339991 ,38.9
113A00 ,339994 ,8.9
113A00 ,33999A ,6.7
113A00 ,420000 ,1.3
113A00 ,4A0000 ,1.8
113A00 ,541700 ,2.8
113A00 ,561700 ,7.9
113A00 ,611A00 ,1.7
113A00 ,712000 ,1.9
113A00 ,812900 ,45.3
113A00 ,F03000 ,42.5
113A00 ,F04000 ,176.3
113A00 ,F05000 ,-1681
113A00 ,F06C00 ,-1.9
113A00 ,F07C00 ,-546
113A00 ,F09C00 ,-586.4
114100 ,114100 ,12.4
114100 ,311613 ,170.3
114100 ,311700 ,2435.2
114100 ,483000 ,4.4
114100 ,4A0000 ,14.7
114100 ,611100 ,6.4
114100 ,611A00 ,33.5
114100 ,622000 ,68.1
114100 ,623000 ,9.1
114100 ,624A00 ,1.8
114100 ,711200 ,0.2
114100 ,712000 ,1.8
114100 ,713940 ,3.2
114100 ,713950 ,9.2
114100 ,713A00 ,55.3
114100 ,7211A0 ,159.2
114100 ,721A00 ,7
114100 ,722000 ,2973.4
114100 ,813B00 ,26.1
114100 ,F01000 ,1923.5
114100 ,F03000 ,81.8
114100 ,F04000 ,2131.3
114100 ,F05000 ,-6612.6
114100 ,F08C00 ,16.4
114100 ,F09C00 ,38.3
114100 ,S00102 ,12
114200 ,114200 ,309.8
114200 ,F01000 ,2308
114200 ,F03000 ,1.4
114200 ,F09C00 ,-151.7
115000 ,1111A0 ,756.2
115000 ,1111B0 ,2432.4
115000 ,111200 ,961.1
115000 ,111335 ,260
115000 ,1113A0 ,1211.4
115000 ,111400 ,350.4
115000 ,111910 ,147.7
115000 ,111920 ,1430.1
115000 ,1119A0 ,168
115000 ,1119B0 ,1260.7
115000 ,112100 ,1512.1
115000 ,112300 ,136.3
115000 ,112A00 ,283.1
115000 ,113300 ,900.9
115000 ,113A00 ,2087.4
115000 ,114200 ,795.8
115000 ,531000 ,500.5
115000 ,F01000 ,458.8
115000 ,F04000 ,23
115000 ,F05000 ,-9
115000 ,F09C00 ,-699.5
211000 ,113300 ,2.8
211000 ,211000 ,11555.7
211000 ,212100 ,4.9
211000 ,212210 ,55.7
211000 ,212230 ,2.8
211000 ,2122A0 ,6.9
211000 ,212310 ,11.7
211000 ,212320 ,58.6
211000 ,212390 ,66.1
211000 ,213111 ,0.7
211000 ,213112 ,2.8
211000 ,21311A ,7.6
211000 ,221100 ,14929.5
211000 ,221200 ,21543.9
211000 ,311111 ,0.3
211000 ,311119 ,0.4
211000 ,311211 ,0.1
211000 ,311213 ,0.1
211000 ,311221 ,1.8
211000 ,311222 ,0.7
211000 ,311223 ,0.1
211000 ,311225 ,0.2
211000 ,311230 ,0.2
211000 ,311310 ,1.1
211000 ,311320 ,0.1
211000 ,311330 ,0.1
211000 ,311340 ,0.1
211000 ,311410 ,0.7
211000 ,311420 ,1.2
211000 ,311511 ,0.4
211000 ,311513 ,0.5
211000 ,311514 ,0.3
211000 ,311520 ,0.1
211000 ,311611 ,0.7
211000 ,311612 ,0.4
211000 ,311613 ,0.5
211000 ,311615 ,0.6
211000 ,311700 ,0.3
211000 ,311813 ,0.1
211000 ,31181A ,1
211000 ,311821 ,0.2
211000 ,311822 ,0.1
211000 ,311830 ,0.1
211000 ,311919 ,0.4
211000 ,311920 ,0.1
211000 ,311941 ,0.1
211000 ,311942 ,0.1
211000 ,311990 ,0.4
211000 ,312110 ,0.4
211000 ,312120 ,0.7
211000 ,312130 ,0.1
211000 ,312140 ,0.1
211000 ,312210 ,1.1
211000 ,312221 ,0.2
211000 ,313100 ,0.3
211000 ,313210 ,1.1
211000 ,313220 ,0.1
211000 ,313230 ,0.3
211000 ,313240 ,0.5
211000 ,313310 ,2.5
211000 ,313320 ,0.2
211000 ,314110 ,0.7
211000 ,314120 ,0.2
211000 ,314910 ,0.1
211000 ,314992 ,0.1
211000 ,31499A ,0.3
211000 ,315111 ,0.1
211000 ,315119 ,0.1
211000 ,315190 ,0.3
211000 ,315200 ,1.3
211000 ,315900 ,0.1
211000 ,316100 ,0.7
211000 ,316200 ,0.1
211000 ,316900 ,0.2
211000 ,321113 ,2.4
211000 ,321114 ,0.4
211000 ,321219 ,1.9
211000 ,32121A ,0.9
211000 ,32121B ,0.2
211000 ,321911 ,0.3
211000 ,321912 ,0.3
211000 ,321918 ,0.1
211000 ,321920 ,0.3
211000 ,321991 ,0.1
211000 ,321992 ,0.1
211000 ,321999 ,0.3
211000 ,322110 ,1
211000 ,3221A0 ,14.5
211000 ,322210 ,0.8
211000 ,32222A ,0.4
211000 ,322291 ,0.1
211000 ,322299 ,0.1
211000 ,323116 ,0.2
211000 ,323117 ,0.2
211000 ,32311A ,3.4
211000 ,323121 ,0.1
211000 ,323122 ,0.1
211000 ,324110 ,90989.4
211000 ,324121 ,0.7
211000 ,324122 ,0.2
211000 ,324191 ,128.3
211000 ,324199 ,249.6
211000 ,325110 ,344
211000 ,325120 ,38.2
211000 ,325130 ,36.2
211000 ,325180 ,111.4
211000 ,325190 ,787.6
211000 ,325211 ,815.6
211000 ,325212 ,21.1
211000 ,325222 ,47.6
211000 ,325311 ,769.6
211000 ,325312 ,62.6
211000 ,325314 ,4.8
211000 ,325320 ,10.3
211000 ,325400 ,43
211000 ,325510 ,6.2
211000 ,325520 ,4.4
211000 ,325611 ,6.7
211000 ,325612 ,2
211000 ,325613 ,13
211000 ,325620 ,3.3
211000 ,325910 ,0.9
211000 ,325920 ,2.3
211000 ,325991 ,4.2
211000 ,325992 ,9.5
211000 ,325998 ,22.9
211000 ,326110 ,2.9
211000 ,326120 ,0.7
211000 ,326130 ,0.6
211000 ,326160 ,0.3
211000 ,326192 ,0.3
211000 ,32619A ,5.5
211000 ,3261A0 ,2.2
211000 ,326210 ,2.6
211000 ,326220 ,0.6
211000 ,326290 ,2.3
211000 ,327111 ,0.2
211000 ,327112 ,0.2
211000 ,327113 ,0.2
211000 ,327121 ,1.1
211000 ,327122 ,0.2
211000 ,327125 ,0.2
211000 ,32712A ,0.2
211000 ,327213 ,2
211000 ,32721A ,3.5
211000 ,327310 ,4.7
211000 ,327320 ,1.6
211000 ,327331 ,0.3
211000 ,327332 ,0.1
211000 ,327390 ,0.4
211000 ,327410 ,1.8
211000 ,327420 ,1.9
211000 ,327910 ,0.2
211000 ,327991 ,0.1
211000 ,327992 ,0.7
211000 ,327993 ,1.4
211000 ,327999 ,0.2
211000 ,331111 ,7.5
211000 ,331112 ,0.1
211000 ,331210 ,0.2
211000 ,331221 ,0.2
211000 ,331222 ,0.1
211000 ,331311 ,4.5
211000 ,331312 ,0.5
211000 ,331314 ,0.2
211000 ,331315 ,0.8
211000 ,331316 ,0.3
211000 ,331411 ,0.3
211000 ,331419 ,0.3
211000 ,331421 ,0.2
211000 ,331491 ,0.3
211000 ,331492 ,0.2
211000 ,331510 ,1.2
211000 ,33152A ,0.4
211000 ,33152B ,0.1
211000 ,332111 ,0.6
211000 ,332112 ,0.2
211000 ,332114 ,0.1
211000 ,33211A ,0.6
211000 ,332211 ,0.1
211000 ,332212 ,0.2
211000 ,332214 ,0.1
211000 ,332311 ,0.1
211000 ,332312 ,0.3
211000 ,332313 ,0.1
211000 ,332321 ,0.2
211000 ,332322 ,0.4
211000 ,332323 ,0.1
211000 ,332410 ,0.1
211000 ,332420 ,0.2
211000 ,332430 ,0.6
211000 ,332500 ,0.3
211000 ,332600 ,0.3
211000 ,332710 ,0.7
211000 ,332720 ,0.5
211000 ,332811 ,0.7
211000 ,332812 ,0.9
211000 ,332813 ,0.7
211000 ,332910 ,0.4
211000 ,332991 ,0.3
211000 ,332995 ,0.1
211000 ,332996 ,0.1
211000 ,332998 ,0.1
211000 ,332999 ,0.4
211000 ,33299A ,0.2
211000 ,333111 ,0.4
211000 ,333112 ,0.1
211000 ,333120 ,0.4
211000 ,333131 ,0.1
211000 ,333132 ,0.1
211000 ,333220 ,0.1
211000 ,333291 ,0.1
211000 ,333293 ,0.1
211000 ,333294 ,0.1
211000 ,333295 ,0.1
211000 ,333298 ,0.2
211000 ,333314 ,0.1
211000 ,333315 ,0.1
211000 ,333319 ,0.1
211000 ,333414 ,0.1
211000 ,333415 ,0.4
211000 ,333511 ,0.1
211000 ,333512 ,0.1
211000 ,333514 ,0.2
211000 ,333515 ,0.1
211000 ,333611 ,0.1
211000 ,333618 ,0.3
211000 ,33361A ,0.2
211000 ,333911 ,0.1
211000 ,333912 ,0.1
211000 ,333922 ,0.1
211000 ,333923 ,0.1
211000 ,333924 ,0.1
211000 ,333992 ,0.1
211000 ,333993 ,0.1
211000 ,333994 ,0.1
211000 ,333995 ,0.1
211000 ,33399A ,0.2
211000 ,334111 ,0.1
211000 ,334112 ,0.3
211000 ,334119 ,0.3
211000 ,334210 ,0.2
211000 ,334220 ,0.2
211000 ,334300 ,0.1
211000 ,334411 ,0.2
211000 ,334413 ,1.3
211000 ,33441A ,0.9
211000 ,334510 ,0.1
211000 ,334511 ,0.4
211000 ,334513 ,0.1
211000 ,334514 ,0.1
211000 ,334515 ,0.1
211000 ,334516 ,0.1
211000 ,33451A ,0.1
211000 ,334612 ,0.1
211000 ,334613 ,0.1
211000 ,335110 ,0.1
211000 ,335120 ,0.2
211000 ,335211 ,0.1
211000 ,335221 ,0.1
211000 ,335222 ,0.1
211000 ,335224 ,0.1
211000 ,335228 ,0.1
211000 ,335311 ,0.1
211000 ,335312 ,0.3
211000 ,335313 ,0.1
211000 ,335314 ,0.1
211000 ,335911 ,0.2
211000 ,335929 ,0.2
211000 ,335930 ,0.2
211000 ,335991 ,0.3
211000 ,335999 ,0.1
211000 ,336110 ,4.9
211000 ,336120 ,0.2
211000 ,336211 ,0.3
211000 ,336212 ,0.2
211000 ,336213 ,0.1
211000 ,336214 ,0.2
211000 ,336300 ,8.7
211000 ,336411 ,0.8
211000 ,336412 ,0.8
211000 ,336413 ,0.9
211000 ,336414 ,0.2
211000 ,33641A ,0.3
211000 ,336500 ,0.5
211000 ,336611 ,0.5
211000 ,336612 ,0.3
211000 ,336991 ,0.2
211000 ,336999 ,0.2
211000 ,337110 ,0.8
211000 ,337121 ,0.3
211000 ,337122 ,0.8
211000 ,337124 ,0.2
211000 ,337127 ,0.5
211000 ,337211 ,0.3
211000 ,337212 ,0.2
211000 ,337214 ,0.6
211000 ,337215 ,1
211000 ,337910 ,0.1
211000 ,337920 ,0.1
211000 ,339111 ,0.1
211000 ,339112 ,0.3
211000 ,339113 ,0.2
211000 ,339115 ,0.1
211000 ,339910 ,0.2
211000 ,339920 ,0.5
211000 ,339930 ,0.2
211000 ,339950 ,0.4
211000 ,339991 ,0.2
211000 ,339992 ,0.1
211000 ,339994 ,0.1
211000 ,339995 ,0.1
211000 ,33999A ,0.5
211000 ,486000 ,2009.3
211000 ,4A0000 ,0.2
211000 ,F03000 ,-19.2
211000 ,F04000 ,1417.6
211000 ,F05000 ,-64465.4
211000 ,F07C00 ,-403
211000 ,S00101 ,5.8
211000 ,S00202 ,1230.7
211000 ,S00203 ,1458.6
212100 ,112300 ,56.5
212100 ,113300 ,0.7
212100 ,212100 ,1948.4
212100 ,212210 ,2.7
212100 ,2122A0 ,1.3
212100 ,212310 ,2
212100 ,212320 ,6
212100 ,212390 ,31.5
212100 ,221100 ,15097.8
212100 ,311111 ,1.7
212100 ,311119 ,2.9
212100 ,311211 ,0.8
212100 ,311212 ,0.2
212100 ,311213 ,1
212100 ,311221 ,12.3
212100 ,311222 ,5.2
212100 ,311223 ,0.9
212100 ,311225 ,1.6
212100 ,311230 ,1.6
212100 ,311310 ,7.2
212100 ,311320 ,0.4
212100 ,311330 ,1
212100 ,311340 ,0.9
212100 ,311410 ,4.8
212100 ,311420 ,8.6
212100 ,311511 ,2.7
212100 ,311512 ,0.2
212100 ,311513 ,3.3
212100 ,311514 ,1.9
212100 ,311520 ,0.4
212100 ,311611 ,4.8
212100 ,311612 ,3
212100 ,311613 ,3.8
212100 ,311615 ,4.3
212100 ,311700 ,2.3
212100 ,311813 ,0.4
212100 ,31181A ,6.8
212100 ,311821 ,1.5
212100 ,311822 ,0.4
212100 ,311823 ,0.3
212100 ,311830 ,0.4
212100 ,311911 ,0.4
212100 ,311919 ,2.6
212100 ,311920 ,1
212100 ,311930 ,0.2
212100 ,311941 ,0.6
212100 ,311942 ,0.4
212100 ,311990 ,2.9
212100 ,312110 ,4.3
212100 ,312120 ,6.5
212100 ,312130 ,0.7
212100 ,312140 ,1
212100 ,312210 ,10.2
212100 ,312221 ,1.7
212100 ,312229 ,0.4
212100 ,313100 ,1.6
212100 ,313210 ,4.8
212100 ,313220 ,0.4
212100 ,313230 ,1.4
212100 ,313240 ,2.5
212100 ,313310 ,11.2
212100 ,313320 ,0.9
212100 ,314110 ,1
212100 ,314120 ,0.3
212100 ,314910 ,0.1
212100 ,314992 ,0.1
212100 ,31499A ,0.4
212100 ,315111 ,0.1
212100 ,315119 ,0.2
212100 ,315190 ,0.4
212100 ,315200 ,1.6
212100 ,315900 ,0.1
212100 ,321113 ,0.6
212100 ,321114 ,0.1
212100 ,321219 ,0.4
212100 ,32121A ,0.2
212100 ,32121B ,0.1
212100 ,321911 ,0.1
212100 ,321912 ,0.1
212100 ,321920 ,0.1
212100 ,321999 ,0.1
212100 ,322110 ,14.7
212100 ,3221A0 ,219.7
