"1111A0","1111A0",1,19748.80
"1111A0","115000",1,353.00
"1111A0","230220",1,7.00
"1111A0","713A00",1,148.00
"1111B0","1111B0",1,37540.50
"1111B0","115000",1,695.00
"1111B0","230220",1,16.00
"1111B0","713A00",1,281.00
"111200","111200",1,14356.10
"111200","115000",1,81.00
"111200","713A00",1,32.00
"111335","111335",1,2157.20
"111335","115000",1,29.00
"111335","713A00",1,14.00
"1113A0","1113A0",1,11054.90
"1113A0","115000",1,134.00
"1113A0","713A00",1,62.00
"111400","111400",1,13353.10
"111400","115000",1,47.00
"111400","713A00",1,15.00
"111910","111910",1,3216.10
"111910","115000",1,45.70
"111910","713A00",1,8.70
"111920","111920",1,6977.60
"111920","115000",1,96.00
"111920","713A00",1,107.00
"1119A0","1119A0",1,2159.20
"1119A0","115000",1,55.00
"1119A0","713A00",1,16.00
"1119B0","1119B0",1,22065.10
"1119B0","115000",1,47.90
"1119B0","713A00",1,14.80
"112100","112100",1,59685.90
"112100","115000",1,504.50
"112100","230220",1,26.00
"112100","311612",1,18.90
"112100","713A00",1,342.90
"112300","112300",1,24465.80
"112300","115000",1,86.00
"112300","230220",1,8.00
"112300","713A00",1,25.00
"112A00","112A00",1,19577.40
"112A00","113A00",1,96.00
"112A00","115000",1,187.60
"112A00","713A00",1,82.80
"113300","111400",1,32.60
"113300","113300",1,20082.70
"113300","113A00",1,2534.80
"113300","114200",1,1.50
"113300","115000",1,9.70
"113300","321999",1,44.50
"113300","420000",1,455.00
"113300","713A00",1,0.20
"113A00","111400",1,18.00
"113A00","113A00",1,4928.00
"113A00","230250",1,8.00
"114100","114100",1,3582.00
"114200","114200",1,2466.00
"115000","115000",1,12040.00
"115000","311611",1,293.00
"115000","541511",1,2.20
"211000","211000",1,83339.10
"211000","213111",1,94.00
"211000","213112",1,154.00
"211000","230250",1,13.10
"211000","324110",1,7679.00
"211000","325180",1,67.00
"211000","420000",1,4.00
"211000","541511",1,224.60
"212100","212100",1,23287.00
"212100","212310",1,3.00
"212100","212320",1,6.00
"212100","21311A",1,20.00
"212100","230210",1,25.60
"212100","230250",1,9.60
"212100","420000",1,50.00
"212100","541511",1,6.60
"212210","212210",1,1919.00
"212210","230210",1,8.30
"212210","230250",1,3.10
"212230","212230",1,4361.00
"212230","2122A0",1,171.00
"212230","230210",1,29.40
"212230","230250",1,11.20
"212230","541511",1,7.20
"2122A0","212230",1,12.00
"2122A0","2122A0",1,4756.00
"2122A0","212390",1,8.00
"2122A0","230210",1,2.60
"2122A0","230250",1,0.30
"2122A0","541511",1,1.90
"212310","212100",1,2.00
"212310","212310",1,7442.00
"212310","212320",1,165.00
"212310","212390",1,2.00
"212310","21311A",1,32.00
"212310","230210",1,1.50
"212310","324121",1,72.00
"212310","327320",1,43.00
"212310","327410",1,57.00
"212310","327991",1,4.00
"212310","420000",1,2.00
"212310","541511",1,3.60
"212320","2122A0",1,10.00
"212320","212310",1,89.00
"212320","212320",1,5319.00
"212320","212390",1,13.00
"212320","21311A",1,33.00
"212320","230210",1,1.50
"212320","324121",1,37.00
"212320","32712A",1,27.00
"212320","327320",1,24.00
"212320","327331",1,1.00
"212320","327992",1,37.00
"212320","420000",1,5.00
"212320","541511",1,3.30
"212390","212100",1,3.00
"212390","212310",1,4.00
"212390","212320",1,9.00
"212390","212390",1,2039.00
"212390","21311A",1,4.00
"212390","230210",1,2.40
"212390","325180",1,1691.00
"212390","325190",1,2.00
"212390","420000",1,1.00
"213111","211000",1,23.00
"213111","213111",1,9140.60
"213111","213112",1,1073.00
"213111","420000",1,1.00
"213111","541511",1,3.50
"213112","211000",1,26.00
"213112","213111",1,369.00
"213112","213112",1,12106.80
"213112","332710",1,11.00
"213112","420000",1,232.00
"213112","541511",1,7.60
"21311A","212310",1,6.00
"21311A","212320",1,5.00
"21311A","213112",1,230.00
"21311A","21311A",1,1963.70
"221100","221100",1,192674.70
"221100","221200",1,18354.00
"221100","221300",1,1932.00
"221100","230250",1,11890.00
"221100","486000",1,288.00
"221100","4A0000",1,40.00
"221100","541511",1,346.90
"221200","211000",1,381.00
"221200","221200",1,50244.30
"221200","221300",1,11.00
"221200","230250",1,3121.00
"221200","486000",1,2713.00
"221200","4A0000",1,22.00
"221200","541511",1,116.80
"221300","221300",1,5174.50
"221300","230240",1,159.90
"221300","230250",1,54.70
"221300","541511",1,5.10
"221300","S00203",1,729.20
"230110","230110",1,159286.00
"230120","230120",1,23034.90
"230130","230130",1,43964.80
"230140","230140",1,4714.00
"230210","230210",1,26376.10
"230220","230220",1,183586.40
"230230","230230",1,42895.00
"230240","230240",1,16475.80
"230250","230250",1,68811.90
"230310","230310",1,18252.00
"230320","230320",1,56012.20
"230330","230330",1,12411.20
"230340","230340",1,14389.40
"311111","230210",1,1.20
"311111","311111",1,8149.40
"311111","311119",1,32.00
"311111","420000",1,18.00
"311111","541511",1,1.80
"311119","230210",1,3.30
"311119","311111",1,136.00
"311119","311119",1,17797.40
"311119","311211",1,46.00
"311119","311222",1,10.00
"311119","311613",1,60.00
"311119","314120",1,8.00
"311119","325400",1,24.00
"311119","420000",1,116.00
"311119","541511",1,3.60
"311211","230210",1,1.20
"311211","311119",1,109.00
"311211","311211",1,7141.80
"311211","311230",1,96.00
"311211","311822",1,517.00
"311211","311990",1,1.00
"311211","420000",1,14.00
"311211","541511",1,1.70
"311212","230210",1,0.60
"311212","311212",1,2158.10
"311212","311990",1,154.00
"311212","420000",1,6.00
"311212","541511",1,0.50
"311213","311213",1,768.40
"311213","420000",1,1.00
"311213","541511",1,0.10
"311221","230210",1,1.20
"311221","311221",1,6933.60
"311221","311222",1,3.00
"311221","325190",1,1265.00
"311221","420000",1,4.00
"311221","541511",1,0.90
"311222","230210",1,1.20
"311222","311211",1,168.00
"311222","311222",1,11959.90
"311222","311223",1,22.00
"311222","311225",1,1389.00
"311222","420000",1,14.00
"311222","541511",1,0.90
"311223","230210",1,0.60
