"","header","digits2","digits6","digits6_des","dupli","notes","SICs","SIC_exclu","SIC","SIC_n"
"894","CONSTRUCTION","11+12 Construction","110602","Petroleum, natural gas, and solid mineral exploration","FALSE",NA,"138, 108, 124, 148",NA,"1486","3"
"895","CONSTRUCTION","11+12 Construction","110602","Petroleum, natural gas, and solid mineral exploration","FALSE",NA,"138, 108, 124, 148",NA,"1487","3"
"896","CONSTRUCTION","11+12 Construction","110602","Petroleum, natural gas, and solid mineral exploration","FALSE",NA,"138, 108, 124, 148",NA,"1488","3"
"897","CONSTRUCTION","11+12 Construction","110602","Petroleum, natural gas, and solid mineral exploration","FALSE",NA,"138, 108, 124, 148",NA,"1489","3"
"898","ADDENDUMSpecial commodity groupings","11 New construction","110602","Petroleum, natural gas, and solid mineral exploration","TRUE",NA,NA,NA,NA,NA
"899","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1080","3"
"900","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1081","3"
"901","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1082","3"
"902","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1083","3"
"903","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1084","3"
"904","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1085","3"
"905","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1086","3"
"906","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1087","3"
"907","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1088","3"
"908","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1089","3"
"909","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1240","3"
"910","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1241","3"
"911","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1242","3"
"912","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1243","3"
"913","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1244","3"
"914","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1245","3"
"915","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1246","3"
"916","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1247","3"
"917","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1248","3"
"918","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1249","3"
"919","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1480","3"
"920","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1481","3"
"921","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1482","3"
"922","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1483","3"
"923","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1484","3"
"924","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1485","3"
"925","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1486","3"
"926","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1487","3"
"927","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1488","3"
"928","CONSTRUCTION","11+12 Construction","110603","Access structures for solid mineral development","FALSE",NA,"108, 124, 148",NA,"1489","3"
"929","ADDENDUMSpecial commodity groupings","11 New construction","110603","Access structures for solid mineral development","TRUE",NA,NA,NA,NA,NA
"930","ADDENDUMSpecial commodity groupings","11 New construction","110701","Military facilities","FALSE",NA,NA,NA,NA,NA
"931","ADDENDUMSpecial commodity groupings","11 New construction","110702","Dams and reservoirs","FALSE",NA,NA,NA,NA,NA
"932","ADDENDUMSpecial commodity groupings","11 New construction","110703","Other conservation and development facilities","FALSE",NA,NA,NA,NA,NA
"933","ADDENDUMSpecial commodity groupings","11 New construction","110704","Other nonbuilding facilities","FALSE",NA,NA,NA,NA,NA
"934","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120100","Nonfarm residential structures","FALSE",NA,NA,NA,NA,NA
"935","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120201","Other nonfarm buildings","FALSE",NA,NA,NA,NA,NA
"936","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120202","Farm residential buildings","FALSE",NA,NA,NA,NA,NA
"937","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120203","Farm service facilities","FALSE",NA,NA,NA,NA,NA
"938","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120204","Telephone and telegraph facilities","FALSE",NA,NA,NA,NA,NA
"939","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120205","Railroads","FALSE",NA,NA,NA,NA,NA
"940","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120206","Electric utility facilities","FALSE",NA,NA,NA,NA,NA
"941","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120207","Gas utility facilities","FALSE",NA,NA,NA,NA,NA
"942","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120208","Petroleum pipelines","FALSE",NA,NA,NA,NA,NA
"943","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120209","Water supply facilities","FALSE",NA,NA,NA,NA,NA
"944","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120210","Sewer facilities","FALSE",NA,NA,NA,NA,NA
"945","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120211","Local transit facilities","FALSE",NA,NA,NA,NA,NA
"946","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120212","Military facilities","FALSE",NA,NA,NA,NA,NA
"947","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120213","Conservation and development facilities","FALSE",NA,NA,NA,NA,NA
"948","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120214","Highways and streets","FALSE",NA,NA,NA,NA,NA
"949","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1380","4"
"950","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1381","4"
"951","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1382","4"
"952","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1383","4"
"953","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1384","4"
"954","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1385","4"
"955","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1386","4"
"956","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1387","4"
"957","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1388","4"
"958","CONSTRUCTION","11+12 Construction","120215","Maintenance and repair of petroleum and natural gas wells","FALSE",NA,"138",NA,"1389","4"
"959","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120215","Petroleum and natural gas wells","TRUE",NA,NA,NA,NA,NA
"960","ADDENDUMSpecial commodity groupings","12 Maintenance and repair construction","120216","Other nonbuilding facilities","FALSE",NA,NA,NA,NA,NA
"961","MANUFACTURING","13 Ordnance and accessories","130100","Guided missiles and space vehicles","FALSE",NA,"3761",NA,"3761","1"
"962","MANUFACTURING","13 Ordnance and accessories","130200","Ammunition, except for small arms, n.e.c.","FALSE",NA,"3483",NA,"3483","1"
"963","MANUFACTURING","13 Ordnance and accessories","130300","Tanks and tank components","FALSE",NA,"3795",NA,"3795","1"
"964","MANUFACTURING","13 Ordnance and accessories","130500","Small arms","FALSE",NA,"3484",NA,"3484","1"
"965","MANUFACTURING","13 Ordnance and accessories","130600","Small arms ammunition","FALSE",NA,"3482",NA,"3482","1"
"966","MANUFACTURING","13 Ordnance and accessories","130700","Ordnance and accessories, n.e.c.","FALSE",NA,"3489",NA,"3489","1"
"967","MANUFACTURING","14 Food and kindred products","140101","Meat packing plants","FALSE",NA,"2011",NA,"2011","1"
"968","MANUFACTURING","14 Food and kindred products","140102","Sausages and other prepared meat products","FALSE",NA,"2013",NA,"2013","1"
"969","MANUFACTURING","14 Food and kindred products","140105","Poultry slaughtering and processing","FALSE",NA,"2015",NA,"2015","1"
"970","MANUFACTURING","14 Food and kindred products","140200","Creamery butter","FALSE",NA,"2021",NA,"2021","1"
"971","MANUFACTURING","14 Food and kindred products","140300","Natural, processed, and imitation cheese","FALSE",NA,"2022",NA,"2022","1"
"972","MANUFACTURING","14 Food and kindred products","140400","Dry, condensed, and evaporated dairy products","FALSE",NA,"2023",NA,"2023","1"
"973","MANUFACTURING","14 Food and kindred products","140500","Ice cream and frozen desserts","FALSE",NA,"2024",NA,"2024","1"
"974","MANUFACTURING","14 Food and kindred products","140600","Fluid milk","FALSE",NA,"2026",NA,"2026","1"
"975","MANUFACTURING","14 Food and kindred products","140700","Canned and cured fish and seafoods","FALSE",NA,"2091",NA,"2091","1"
"976","MANUFACTURING","14 Food and kindred products","140800","Canned specialties","FALSE",NA,"2032",NA,"2032","1"
"977","MANUFACTURING","14 Food and kindred products","140900","Canned fruits, vegetables, preserves, jams, and jellies","FALSE",NA,"2033",NA,"2033","1"
"978","MANUFACTURING","14 Food and kindred products","141000","Dehydrated fruits, vegetables, and soups","FALSE",NA,"2034",NA,"2034","1"
"979","MANUFACTURING","14 Food and kindred products","141100","Pickles, sauces, and salad dressings","FALSE",NA,"2035",NA,"2035","1"
"980","MANUFACTURING","14 Food and kindred products","141200","Prepared fresh or frozen fish and seafoods","FALSE",NA,"2092",NA,"2092","1"
"981","MANUFACTURING","14 Food and kindred products","141301","Frozen fruits, fruit juices, and vegetables","FALSE",NA,"2037",NA,"2037","1"
"982","MANUFACTURING","14 Food and kindred products","141302","Frozen specialties, n.e.c.","FALSE",NA,"2038",NA,"2038","1"
"983","MANUFACTURING","14 Food and kindred products","141401","Flour and other grain mill products","FALSE",NA,"2041",NA,"2041","1"
"984","MANUFACTURING","14 Food and kindred products","141402","Cereal breakfast foods","FALSE",NA,"2043",NA,"2043","1"
"985","MANUFACTURING","14 Food and kindred products","141403","Prepared flour mixes and doughs","FALSE",NA,"2045",NA,"2045","1"
"986","MANUFACTURING","14 Food and kindred products","141501","Dog and cat food","FALSE",NA,"2047",NA,"2047","1"
"987","MANUFACTURING","14 Food and kindred products","141502","Prepared feeds, n.e.c.","FALSE",NA,"2048",NA,"2048","1"
"988","MANUFACTURING","14 Food and kindred products","141600","Rice milling","FALSE",NA,"2044",NA,"2044","1"
"989","MANUFACTURING","14 Food and kindred products","141700","Wet corn milling","FALSE",NA,"2046",NA,"2046","1"
"990","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"2051","1"
"991","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5460","1"
"992","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5461","1"
"993","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5462","1"
"994","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5463","1"
"995","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5464","1"
"996","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5465","1"
"997","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5466","1"
"998","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5467","1"
"999","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5468","1"
"1000","MANUFACTURING","14 Food and kindred products","141801","Bread, cake, and related products","FALSE",NA,"2051, 546",NA,"5469","1"
"1001","MANUFACTURING","14 Food and kindred products","141802","Cookies and crackers","FALSE",NA,"2052",NA,"2052","1"
"1002","MANUFACTURING","14 Food and kindred products","141803","Frozen bakery products, except bread","FALSE",NA,"2053",NA,"2053","1"
"1003","MANUFACTURING","14 Food and kindred products","141900","Sugar","FALSE",NA,"2061-3",NA,"2061","1"
"1004","MANUFACTURING","14 Food and kindred products","141900","Sugar","FALSE",NA,"2061-3",NA,"2062","1"
"1005","MANUFACTURING","14 Food and kindred products","141900","Sugar","FALSE",NA,"2061-3",NA,"2063","1"
"1006","MANUFACTURING","14 Food and kindred products","142001","Candy and other confectionery products","FALSE",NA,"2064",NA,"2064","1"
"1007","MANUFACTURING","14 Food and kindred products","142002","Chocolate and cocoa products","FALSE",NA,"2066",NA,"2066","1"
"1008","MANUFACTURING","14 Food and kindred products","142003","Chewing gum","FALSE",NA,"2067",NA,"2067","1"
"1009","MANUFACTURING","14 Food and kindred products","142004","Salted and roasted nuts and seeds","FALSE",NA,"2068",NA,"2068","1"
"1010","MANUFACTURING","14 Food and kindred products","142101","Malt beverages","FALSE",NA,"2082",NA,"2082","1"
"1011","MANUFACTURING","14 Food and kindred products","142102","Malt","FALSE",NA,"2083",NA,"2083","1"
"1012","MANUFACTURING","14 Food and kindred products","142103","Wines, brandy, and brandy spirits","FALSE",NA,"2084",NA,"2084","1"
"1013","MANUFACTURING","14 Food and kindred products","142104","Distilled and blended liquors","FALSE",NA,"2085",NA,"2085","1"
"1014","MANUFACTURING","14 Food and kindred products","142200","Bottled and canned soft drinks","FALSE",NA,"2086",NA,"2086","1"
"1015","MANUFACTURING","14 Food and kindred products","142300","Flavoring extracts and flavoring syrups, n.e.c.","FALSE",NA,"2087",NA,"2087","1"
"1016","MANUFACTURING","14 Food and kindred products","142400","Cottonseed oil mills","FALSE",NA,"2074",NA,"2074","1"
"1017","MANUFACTURING","14 Food and kindred products","142500","Soybean oil mills","FALSE",NA,"2075",NA,"2075","1"
"1018","MANUFACTURING","14 Food and kindred products","142600","Vegetable oil mills, n.e.c.","FALSE",NA,"2076",NA,"2076","1"
"1019","MANUFACTURING","14 Food and kindred products","142700","Animal and marine fats and oils","FALSE",NA,"2077",NA,"2077","1"
"1020","MANUFACTURING","14 Food and kindred products","142800","Roasted coffee","FALSE",NA,"2095",NA,"2095","1"
"1021","MANUFACTURING","14 Food and kindred products","142900","Edible fats and oils, n.e.c.","FALSE",NA,"2079",NA,"2079","1"
"1022","MANUFACTURING","14 Food and kindred products","143000","Manufactured ice","FALSE",NA,"2097",NA,"2097","1"
"1023","MANUFACTURING","14 Food and kindred products","143100","Macaroni, spaghetti, vermicelli, and noodles","FALSE",NA,"2098",NA,"2098","1"
"1024","MANUFACTURING","14 Food and kindred products","143201","Potato chips and similar snacks","FALSE",NA,"2096",NA,"2096","1"
"1025","MANUFACTURING","14 Food and kindred products","143202","Food preparations, n.e.c.","FALSE",NA,"2099",NA,"2099","1"
"1026","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2110","1"
"1027","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2111","1"
"1028","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2112","1"
"1029","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2113","1"
"1030","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2114","1"
"1031","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2115","1"
"1032","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2116","1"
"1033","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2117","1"
"1034","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2118","1"
"1035","MANUFACTURING","15 Tobacco products","150101","Cigarettes","FALSE",NA,"211",NA,"2119","1"
"1036","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2120","1"
"1037","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2121","1"
"1038","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2122","1"
"1039","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2123","1"
"1040","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2124","1"
"1041","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2125","1"
"1042","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2126","1"
"1043","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2127","1"
"1044","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2128","1"
"1045","MANUFACTURING","15 Tobacco products","150102","Cigars","FALSE",NA,"212",NA,"2129","1"
"1046","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2130","1"
"1047","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2131","1"
"1048","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2132","1"
"1049","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2133","1"
"1050","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2134","1"
"1051","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2135","1"
"1052","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2136","1"
"1053","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2137","1"
"1054","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2138","1"
"1055","MANUFACTURING","15 Tobacco products","150103","Chewing and smoking tobacco and snuff","FALSE",NA,"213",NA,"2139","1"
"1056","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2140","1"
"1057","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2141","1"
"1058","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2142","1"
"1059","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2143","1"
"1060","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2144","1"
"1061","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2145","1"
"1062","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2146","1"
"1063","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2147","1"
"1064","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2148","1"
"1065","MANUFACTURING","15 Tobacco products","150200","Tobacco stemming and redrying","FALSE",NA,"214",NA,"2149","1"
"1066","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2210","1"
"1067","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2211","1"
"1068","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2212","1"
"1069","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2213","1"
"1070","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2214","1"
"1071","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2215","1"
"1072","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2216","1"
"1073","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2217","1"
"1074","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2218","1"
"1075","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2219","1"
"1076","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2220","1"
"1077","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2221","1"
"1078","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2222","1"
"1079","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2223","1"
"1080","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2224","1"
"1081","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2225","1"
"1082","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2226","1"
"1083","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2227","1"
"1084","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2228","1"
"1085","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2229","1"
"1086","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2230","1"
"1087","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2231","1"
"1088","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2232","1"
"1089","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2233","1"
"1090","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2234","1"
"1091","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2235","1"
"1092","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2236","1"
"1093","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2237","1"
"1094","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2238","1"
"1095","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2239","1"
"1096","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2261","1"
"1097","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160100","Broadwoven fabric mills and fabric finishing plants","FALSE",NA,"221-3, 2261-2",NA,"2262","1"
"1098","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2240","1"
"1099","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2241","1"
"1100","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2242","1"
"1101","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2243","1"
"1102","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2244","1"
"1103","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2245","1"
"1104","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2246","1"
"1105","MANUFACTURING","16 Broad and narrow fabrics, yarn and thread mills","160200","Narrow fabric mills","FALSE",NA,"224",NA,"2247","1"
