"","header","digits2","digits6","digits6_des","dupli","notes","SICs","SIC_exclu","SIC","SIC_n"
"1","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0190","16"
"2","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0191","16"
"3","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0192","16"
"4","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0193","16"
"5","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0194","16"
"6","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0195","16"
"7","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0196","16"
"8","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0197","16"
"9","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0198","16"
"10","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0199","16"
"11","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0240","1"
"12","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0241","1"
"13","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0242","1"
"14","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0243","1"
"15","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0244","1"
"16","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0245","1"
"17","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0246","1"
"18","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0247","1"
"19","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0248","1"
"20","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0249","1"
"21","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0259","17"
"22","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0290","17"
"23","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0291","17"
"24","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0292","17"
"25","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0293","17"
"26","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0294","17"
"27","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0295","17"
"28","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0296","17"
"29","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0297","17"
"30","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0298","17"
"31","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010100","Dairy farm products","FALSE",NA,"024,019, 0259, 029",NA,"0299","17"
"32","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0190","16"
"33","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0191","16"
"34","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0192","16"
"35","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0193","16"
"36","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0194","16"
"37","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0195","16"
"38","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0196","16"
"39","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0197","16"
"40","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0198","16"
"41","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0199","16"
"42","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0219","16"
"43","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0251","1"
"44","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0252","1"
"45","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0253","1"
"46","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0259","17"
"47","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0290","17"
"48","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0291","17"
"49","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0292","17"
"50","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0293","17"
"51","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0294","17"
"52","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0295","17"
"53","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0296","17"
"54","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0297","17"
"55","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0298","17"
"56","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010200","Poultry and eggs","FALSE",NA,"0251-3, 0259, 019, 0219,029",NA,"0299","17"
"57","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0190","16"
"58","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0191","16"
"59","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0192","16"
"60","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0193","16"
"61","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0194","16"
"62","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0195","16"
"63","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0196","16"
"64","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0197","16"
"65","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0198","16"
"66","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0199","16"
"67","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0211","1"
"68","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0212","1"
"69","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0213","1"
"70","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0214","1"
"71","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0219","16"
"72","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0259","17"
"73","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0290","17"
"74","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0291","17"
"75","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0292","17"
"76","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0293","17"
"77","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0294","17"
"78","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0295","17"
"79","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0296","17"
"80","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0297","17"
"81","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0298","17"
"82","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010301","Meat animals","FALSE",NA,"0211-4, 0219, 019, 0259 ,029",NA,"0299","17"
"83","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0190","16"
"84","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0191","16"
"85","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0192","16"
"86","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0193","16"
"87","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0194","16"
"88","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0195","16"
"89","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0196","16"
"90","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0197","16"
"91","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0198","16"
"92","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0199","16"
"93","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0219","16"
"94","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0259","17"
"95","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0271","1"
"96","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0272","1"
"97","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0273","1"
"98","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0279","2"
"99","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0290","17"
"100","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0291","17"
"101","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0292","17"
"102","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0293","17"
"103","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0294","17"
"104","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0295","17"
"105","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0296","17"
"106","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0297","17"
"107","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0298","17"
"108","AGRICULTURE, FORESTRY, AND FISHERIES","1 Livestock and livestock products","010302","Miscellaneous livestock","FALSE",NA,"0271-3, 0279, 019, 0219,0259, 029",NA,"0299","17"
"109","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0131","1"
"110","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0190","16"
"111","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0191","16"
"112","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0192","16"
"113","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0193","16"
"114","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0194","16"
"115","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0195","16"
"116","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0196","16"
"117","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0197","16"
"118","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0198","16"
"119","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0199","16"
"120","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0219","16"
"121","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0259","17"
"122","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0290","17"
"123","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0291","17"
"124","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0292","17"
"125","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0293","17"
"126","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0294","17"
"127","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0295","17"
"128","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0296","17"
"129","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0297","17"
"130","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0298","17"
"131","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020100","Cotton","FALSE",NA,"0131, 019, 0219, 0259,029",NA,"0299","17"
"132","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0110","2"
"133","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0111","2"
"134","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0112","2"
"135","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0113","2"
"136","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0114","2"
"137","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0115","2"
"138","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0116","3"
"139","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0117","2"
"140","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0118","2"
"141","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0119","5"
"142","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0190","16"
"143","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0191","16"
"144","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0192","16"
"145","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0193","16"
"146","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0194","16"
"147","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0195","16"
"148","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0196","16"
"149","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0197","16"
"150","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0198","16"
"151","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0199","16"
"152","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0219","16"
"153","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0259","17"
"154","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0290","17"
"155","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0291","17"
"156","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0292","17"
"157","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0293","17"
"158","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0294","17"
"159","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0295","17"
"160","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0296","17"
"161","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0297","17"
"162","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0298","17"
"163","AGRICULTURE, FORESTRY, AND FISHERIES","2 Other agricultural products","020201","Food grains","FALSE",NA,"011, 019, 0219, 0259,029",NA,"0299","17"
